transaction_id,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,account_id,account_type_txn,account_type_acct,account_number,balance,created_at_acct,customer_id,name,email,phone,address,dob,created_at_cust,is_fraud,fraud_reasons,agg_txn_count,agg_avg_amount,agg_std_amount,agg_max_amount,agg_unique_merchants,agg_unique_locations,past_txn_count,past_avg_amount,past_common_merchant,past_common_location
241bf4b9-452a-4ebe-8361-8f4cbe9f7c91,2025-01-06T14:06:36.899198,1302.82,deposit,Bolton-Ford,West Christopherberg,false,false,25236.28,26539.1,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,0.0,None,None
35f7161a-12a8-4075-b144-5e9ac6b30460,2025-01-12T13:13:01.934798,168.67,purchase,Harris Inc,Hugheshaven,false,false,24529.86,24361.19,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,144.75777777777776,Bolton-Ford,West Christopherberg
239b2df7-1501-4b54-9971-71c0be27da13,2025-01-24T12:42:37.540311,23.49,purchase,Little-Gonzalez,Port Elizabethville,false,false,26539.1,26515.61,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,163.4988888888889,Bolton-Ford,West Christopherberg
06454c90-cbe5-47d2-bb37-0f3a06169209,2025-02-08T01:06:40.594809,1985.75,withdrawal,"Warner, Weiss and Davis",Benjaminshire,false,false,26515.61,24529.86,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,166.10888888888888,Bolton-Ford,West Christopherberg
25fb6d01-0cba-4e5d-aa32-ad7353a3ecca,2025-02-08T08:24:28.720066,152.56,deposit,Gardner-Bates,Taylorside,false,false,24361.19,24513.75,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,386.7477777777778,Bolton-Ford,West Christopherberg
e8def2d7-2ae3-45e3-800d-a294227878a0,2025-02-14T18:19:45.920097,1097.31,payment,"Stewart, York and Olson",Andresshire,true,false,24475.45,25572.76,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,403.6988888888889,Bolton-Ford,West Christopherberg
7b44430f-15d7-4b41-80c9-2aca59d79c73,2025-02-17T16:37:12.570601,570.12,purchase,Shaw-Barker,Wendyshire,false,false,24784.73,24214.61,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,525.6222222222223,Bolton-Ford,West Christopherberg
b5d88ffd-d6fa-4d90-9b43-c0258a0084ec,2025-03-05T07:37:31.482841,788.03,withdrawal,Krueger-Wise,Williamfort,false,false,25572.76,24784.73,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,588.968888888889,Bolton-Ford,West Christopherberg
43d266eb-b40d-47aa-8f24-cf49d4cfeb31,2025-03-14T12:47:36.698581,1047.47,payment,"Clark, Oconnor and Cochran",Port Kimberlyfort,false,false,24214.61,25262.08,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,676.5277777777778,Bolton-Ford,West Christopherberg
eb11ad6d-155f-439f-baee-4bd2a8456712,2025-03-28T22:21:55.962343,38.3,purchase,Reed-Wallace,West Jaimetown,true,false,24513.75,24475.45,00aa17dc-45f9-4619-aa0d-02ca3573fb10,credit,credit,HQNS22219693792374,25236.28,2022-06-04T11:05:07.319698,ac152808-8adc-4e2f-977c-ea98acb77290,Julie King,frazierdanny@example.net,001-645-514-6270x48281,"809 Burns Creek, Natashaport, IA 08093",1955-08-26,2022-12-29T03:15:30.590451,false,"",10,717.452,649.2921630308912,1985.75,10,10,9,792.9133333333334,Bolton-Ford,West Christopherberg
42e61f55-3b7d-405e-b98b-df395ade8f68,2025-02-03T01:45:46.067352,355.51,deposit,"Orozco, Hatfield and Thomas",Port Christopher,false,false,33240.48,33595.99,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,0.0,None,None
c2c3d34c-e32c-4d2f-898e-1415e39e00c5,2025-02-15T19:00:06.648171,1500.21,payment,Brennan-Garrison,East Lisa,false,false,34754.25,36254.46,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,29.625833333333333,"Orozco, Hatfield and Thomas",Port Christopher
43381f7f-608e-4f3b-94d9-dbf0299c1ddd,2025-02-15T19:26:14.440988,1500.21,payment,Brennan-Garrison,East Lisa,false,false,34754.25,36254.46,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,154.64333333333335,"Orozco, Hatfield and Thomas",Port Christopher
bfa63b19-a244-49f6-b7b4-edc27e4ed03c,2025-02-15T19:58:53.031251,1500.21,payment,Brennan-Garrison,East Lisa,false,false,34754.25,36254.46,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,279.66083333333336,Brennan-Garrison,East Lisa
e107c9de-5d8e-4da6-aea2-3d9f80bf68ef,2025-03-03T03:59:42.527122,1382.11,purchase,"Robbins, Jackson and Wallace",Williamsstad,false,false,36254.46,34872.35,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,404.67833333333334,Brennan-Garrison,East Lisa
08118bca-7f2e-4444-88e4-bff1b2c55011,2025-03-03T04:34:36.711270,1382.11,purchase,"Robbins, Jackson and Wallace",Williamsstad,false,false,36254.46,34872.35,00c55d78-6848-4d06-bc18-685e385e2ae8,credit,credit,KVTB51518644925192,34677.37,2024-11-01T01:09:20.098523,f3e4d128-d063-453b-8d54-3798beac36a8,Carol Tucker,michellebarrera@example.org,(206)247-4687x2343,"97882 Susan Common, North Brooke, TX 31329",1966-09-23,2024-12-18T22:03:48.446953,false,"",13,935.9146153846151,613.4739876122892,1500.21,7,7,12,519.8541666666666,Brennan-Garrison,East Lisa
